,id,date,saving_ratio,debt_saving_ratio,default_flag,max_dpd_6_months,max_dpd_12_months,max_dpd_24_months,problematic_cheque_count,customer_segment,duration_in_month,credit_history,purpose,credit_amount,savings,sme_history_begin,installment_as_income_perc,other_debtors,present_res_since,sector,average_credit_duration,customer_profile,business_type,credits_this_bank,revenue_range,people_under_maintenance,foreign_stakeholders,sector_risk,EBITDA,ROE,ROA,Revenue_Growth_Rate,Int_coverage_ratio,Net_Profit_Margin
811,812,21.01.2021,0.11,0.09,0,0,0,0.0,3,medium_sme,6,existing credits paid back duly till now,domestic appliances,484,... < 100 DM,4 <= ... < 7 years,3,guarantor,3,Real Estate,28,small_businesses,corporation,1,1m-5m,10,yes,1,3,17,6,58,-77,89.0
812,813,10.06.2020,0.71,0.69,1,0,0,0.0,3,micro_sme,36,critical account/ other credits existing (not at this bank),car (used),9629,... < 100 DM,4 <= ... < 7 years,4,none,4,Construction,24,individual_consumers,corporation,2,5m-10m,10,yes,7,370,94,122,56,-10,90.0
813,814,12.02.2021,0.55,0.53,1,0,0,0.0,3,micro_sme,48,existing credits paid back duly till now,repairs,3051,... < 100 DM,1 <= ... < 4 years,3,none,4,Construction,54,individual_consumers,corporation,1,5m-10m,10,yes,4,304,50,121,89,-53,77.0
814,815,30.09.2022,0.34,0.32,1,0,0,0.0,2,micro_sme,48,existing credits paid back duly till now,car (new),3931,... < 100 DM,4 <= ... < 7 years,4,none,4,Telecommunications,46,individual_consumers,partnership,1,5m-10m,20,yes,3,142,56,54,15,53,87.0
815,816,26.11.2022,0.14,0.12,0,0,0,0.0,1,medium_sme,36,delay in paying off in the past,car (new),7432,... < 100 DM,1 <= ... < 4 years,2,none,2,Oil and gas,54,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,7,585,-4,20,18,-97,59.0
816,817,11.11.2021,0.27,0.25,0,0,0,0.0,2,large_sme,6,existing credits paid back duly till now,repairs,1338,500 <= ... < 1000 DM ,1 <= ... < 4 years,1,none,4,Real Estate,62,individual_consumers,corporation,1,5m-10m,10,yes,4,302,39,64,4,-19,11.0
817,818,12.03.2023,0.32,0.3,0,0,0,0.0,1,large_sme,6,critical account/ other credits existing (not at this bank),domestic appliances,1554,... < 100 DM,4 <= ... < 7 years,1,none,2,Construction,24,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,5,43,-7,66,100,-21,25.0
818,819,25.04.2021,0.41,0.39,0,0,0,0.0,3,micro_sme,36,existing credits paid back duly till now,furniture/equipment,15857,... < 100 DM,new company,2,co-applicant,3,Construction,43,individual_consumers,corporation,1,10m+,10,yes,2,670,12,15,63,72,57.0
819,820,27.11.2021,0.44,0.42,1,0,0,0.0,3,micro_sme,18,existing credits paid back duly till now,domestic appliances,1345,... < 100 DM,1 <= ... < 4 years,4,none,3,Real Estate,26,small_businesses,corporation,1,5m-10m,10,yes,10,350,134,91,22,12,73.0
820,821,14.06.2023,0.03,0.01,0,0,0,0.0,1,large_sme,12,existing credits paid back duly till now,car (new),1101,... < 100 DM,1 <= ... < 4 years,3,none,2,Real Estate,27,individual_consumers,corporation,2,5m-10m,10,yes,1,693,93,99,54,60,69.0
821,822,8.12.2023,0.43,0.41,0,0,0,0.0,0,small_sme,12,existing credits paid back duly till now,domestic appliances,3016,... < 100 DM,1 <= ... < 4 years,3,none,1,Construction,24,individual_consumers,corporation,1,5m-10m,10,yes,6,448,32,66,45,11,8.0
822,823,5.11.2023,0.73,0.71,1,0,0,0.0,2,micro_sme,36,existing credits paid back duly till now,rent_payment,2712,... < 100 DM,.. >= 7 years,2,none,2,Oil and gas,41,small_businesses,corporation,1,5m-10m,20,yes,8,448,116,133,38,73,86.0
823,824,28.12.2020,0.23,0.21,0,0,0,0.0,1,micro_sme,8,critical account/ other credits existing (not at this bank),car (new),731,... < 100 DM,.. >= 7 years,4,none,4,Real Estate,47,individual_consumers,corporation,2,1m-5m,10,yes,2,382,2,71,99,24,-8.0
824,825,28.06.2022,0.38,0.36,0,0,0,0.0,0,large_sme,18,critical account/ other credits existing (not at this bank),rent_payment,3780,... < 100 DM,... < 1 year ,3,none,2,Construction,35,individual_consumers,corporation,2,10m+,10,yes,5,361,-5,97,82,-15,8.0
825,826,4.01.2020,0.17,0.15,0,0,0,0.0,1,micro_sme,21,critical account/ other credits existing (not at this bank),car (new),1602,... < 100 DM,.. >= 7 years,4,none,3,Construction,30,individual_consumers,corporation,2,5m-10m,10,yes,2,61,37,69,42,54,59.0
826,827,6.05.2023,0.9,0.88,1,0,0,0.0,3,micro_sme,18,critical account/ other credits existing (not at this bank),car (new),3966,... < 100 DM,.. >= 7 years,1,none,4,Real Estate,33,small_businesses,sole_proprietorship,3,5m-10m,10,yes,7,488,125,72,29,-26,88.0
827,828,20.11.2021,0.34,0.32,1,0,0,0.0,2,large_sme,18,no credits taken/ all credits paid back duly,business,4165,... < 100 DM,1 <= ... < 4 years,2,none,2,Construction,36,large_enterprises,corporation,2,5m-10m,20,yes,3,798,143,62,50,0,93.0
828,829,27.06.2020,0.15,0.13,1,0,0,0.0,0,micro_sme,36,existing credits paid back duly till now,car (used),8335,unknown/ no savings account,.. >= 7 years,3,none,4,Telecommunications,47,individual_consumers,partnership,1,5m-10m,10,yes,10,198,126,68,39,57,80.0
829,830,7.12.2021,0.14,0.12,0,0,0,0.0,2,medium_sme,48,delay in paying off in the past,business,6681,unknown/ no savings account,1 <= ... < 4 years,4,none,4,Telecommunications,38,individual_consumers,partnership,1,5m-10m,20,yes,1,688,44,39,70,50,16.0
830,831,30.12.2023,0.48,0.46,0,0,0,0.0,2,large_sme,24,delay in paying off in the past,business,2375,500 <= ... < 1000 DM ,1 <= ... < 4 years,4,none,2,Construction,44,individual_consumers,corporation,2,5m-10m,20,yes,7,332,66,23,39,-81,1.0
831,832,10.02.2023,0.64,0.62,1,0,0,0.0,0,micro_sme,18,existing credits paid back duly till now,car (new),1216,... < 100 DM,... < 1 year ,4,none,3,Construction,23,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,9,880,106,138,6,8,70.0
832,833,2.02.2020,0.16,0.14,1,0,0,0.0,1,micro_sme,45,no credits taken/ all credits paid back duly,business,11816,... < 100 DM,.. >= 7 years,2,none,4,Construction,29,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,10,687,47,62,31,-91,83.0
833,834,24.03.2022,0.11,0.09,0,0,0,0.0,3,medium_sme,24,existing credits paid back duly till now,domestic appliances,5084,unknown/ no savings account,.. >= 7 years,2,none,4,Construction,42,individual_consumers,corporation,1,5m-10m,10,yes,4,597,18,53,18,-48,23.0
834,835,10.07.2022,0.06,0.04,1,0,0,0.0,0,small_sme,15,existing credits paid back duly till now,domestic appliances,2327,... < 100 DM,... < 1 year ,2,none,3,Real Estate,25,individual_consumers,corporation,1,1m-5m,10,yes,3,219,139,91,24,99,92.0
835,836,16.02.2023,0.67,0.65,1,0,0,0.0,2,micro_sme,12,no credits taken/ all credits paid back duly,car (new),1082,... < 100 DM,1 <= ... < 4 years,4,none,4,Construction,48,small_businesses,corporation,2,5m-10m,10,yes,5,507,61,121,37,-68,75.0
836,837,25.02.2021,0.21,0.19,0,0,0,0.0,2,large_sme,12,existing credits paid back duly till now,domestic appliances,886,unknown/ no savings account,1 <= ... < 4 years,4,none,2,Construction,21,individual_consumers,corporation,1,5m-10m,10,yes,3,359,7,100,15,23,-10.0
837,838,25.09.2023,0.19,0.17,0,0,0,0.0,0,large_sme,4,existing credits paid back duly till now,rent_payment,601,... < 100 DM,... < 1 year ,1,none,3,Real Estate,23,individual_consumers,sole_proprietorship,1,1m-5m,20,yes,4,445,29,33,6,-62,31.0
838,839,29.07.2022,0.17,0.15,0,0,0,0.0,1,micro_sme,24,critical account/ other credits existing (not at this bank),car (used),2957,... < 100 DM,.. >= 7 years,4,none,4,Oil and gas,63,individual_consumers,corporation,2,5m-10m,10,yes,5,597,88,92,1,61,58.0
839,840,7.04.2023,0.12,0.1,0,0,0,0.0,1,large_sme,24,critical account/ other credits existing (not at this bank),domestic appliances,2611,... < 100 DM,.. >= 7 years,4,co-applicant,3,Real Estate,46,individual_consumers,corporation,2,5m-10m,10,yes,6,653,1,53,77,-30,-5.0
840,841,22.03.2022,0.27,0.25,1,0,0,0.0,3,micro_sme,36,existing credits paid back duly till now,rent_payment,5179,... < 100 DM,4 <= ... < 7 years,4,none,2,Oil and gas,29,individual_consumers,corporation,1,5m-10m,10,yes,9,644,132,54,45,-71,94.0
841,842,3.03.2023,0.18,0.16,0,0,0,0.0,1,large_sme,21,delay in paying off in the past,car (used),2993,... < 100 DM,1 <= ... < 4 years,3,none,2,Real Estate,28,large_enterprises,corporation,2,1m-5m,10,yes,1,207,-8,16,4,1,58.0
842,843,31.03.2021,0.07,0.05,1,0,0,0.0,2,large_sme,18,existing credits paid back duly till now,education,1943,... < 100 DM,... < 1 year ,4,none,4,Real Estate,23,individual_consumers,corporation,1,5m-10m,10,yes,9,523,59,57,96,-100,94.0
843,844,6.04.2023,0.32,0.3,0,0,0,0.0,0,large_sme,24,all credits at this bank paid back duly,business,1559,... < 100 DM,4 <= ... < 7 years,4,none,4,Construction,50,small_businesses,corporation,1,5m-10m,10,yes,7,239,75,65,11,29,35.0
844,845,14.04.2023,0.44,0.42,0,0,0,0.0,0,large_sme,18,existing credits paid back duly till now,rent_payment,3422,... < 100 DM,.. >= 7 years,4,none,4,Oil and gas,47,small_businesses,corporation,3,5m-10m,20,yes,3,153,93,72,29,-51,17.0
845,846,26.03.2022,0.28,0.26,0,0,0,0.0,2,medium_sme,21,existing credits paid back duly till now,rent_payment,3976,unknown/ no savings account,4 <= ... < 7 years,2,none,3,Construction,35,individual_consumers,corporation,1,5m-10m,10,yes,5,722,52,31,21,-78,86.0
846,847,23.10.2021,0.35,0.33,1,0,0,0.0,0,large_sme,18,existing credits paid back duly till now,car (new),6761,unknown/ no savings account,1 <= ... < 4 years,2,none,4,Construction,68,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,8,571,118,76,54,-1,83.0
847,848,22.08.2021,0.47,0.45,0,0,0,0.0,3,large_sme,24,existing credits paid back duly till now,car (new),1249,... < 100 DM,... < 1 year ,4,none,2,Real Estate,28,individual_consumers,corporation,1,5m-10m,10,yes,6,630,98,71,27,84,-2.0
848,849,25.01.2023,0.48,0.46,0,0,0,0.0,3,micro_sme,9,existing credits paid back duly till now,domestic appliances,1364,... < 100 DM,4 <= ... < 7 years,3,none,4,Real Estate,59,individual_consumers,corporation,1,5m-10m,10,yes,5,307,82,16,53,1,60.0
849,850,17.03.2023,0.85,0.83,1,0,0,0.0,3,micro_sme,12,existing credits paid back duly till now,domestic appliances,709,... < 100 DM,.. >= 7 years,4,none,4,Real Estate,57,large_enterprises,corporation,1,1m-5m,10,yes,8,222,75,80,45,68,96.0
850,851,31.08.2022,0.81,0.79,1,0,0,0.0,3,micro_sme,20,critical account/ other credits existing (not at this bank),car (new),2235,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,Oil and gas,33,small_businesses,sole_proprietorship,2,5m-10m,10,no,7,646,95,51,94,86,71.0
851,852,25.12.2021,0.03,0.01,0,0,0,0.0,2,large_sme,24,critical account/ other credits existing (not at this bank),car (used),4042,unknown/ no savings account,4 <= ... < 7 years,3,none,4,Oil and gas,43,individual_consumers,corporation,2,5m-10m,10,yes,5,427,31,40,36,-47,3.0
852,853,8.09.2022,0.48,0.46,0,0,0,0.0,2,large_sme,15,critical account/ other credits existing (not at this bank),domestic appliances,1471,... < 100 DM,1 <= ... < 4 years,4,none,4,Telecommunications,35,individual_consumers,partnership,2,5m-10m,10,yes,7,603,87,98,16,-1,87.0
853,854,25.02.2023,0.71,0.69,1,0,0,0.0,0,micro_sme,18,all credits at this bank paid back duly,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,none,4,Telecommunications,32,individual_consumers,partnership,2,1m-5m,20,yes,7,561,26,137,84,-47,84.0
854,855,31.03.2023,0.29,0.27,0,0,0,0.0,2,large_sme,36,delay in paying off in the past,car (new),10875,... < 100 DM,.. >= 7 years,2,none,2,Construction,45,individual_consumers,corporation,2,5m-10m,20,yes,0,420,79,58,39,30,79.0
855,856,18.02.2022,0.42,0.4,0,0,0,0.0,1,large_sme,24,existing credits paid back duly till now,car (new),1474,100 <= ... < 500 DM,... < 1 year ,4,none,3,Real Estate,33,individual_consumers,corporation,1,5m-10m,10,yes,3,461,-8,64,38,47,0.0
856,857,29.12.2023,0.27,0.25,0,0,0,0.0,2,large_sme,10,existing credits paid back duly till now,retraining,894,unknown/ no savings account,4 <= ... < 7 years,4,none,3,Oil and gas,40,individual_consumers,corporation,1,5m-10m,10,yes,1,716,54,49,87,33,-10.0
857,858,13.03.2020,0.46,0.44,0,0,0,0.0,2,large_sme,15,critical account/ other credits existing (not at this bank),rent_payment,3343,... < 100 DM,1 <= ... < 4 years,4,none,2,Telecommunications,28,individual_consumers,partnership,1,5m-10m,10,yes,7,139,39,59,6,33,44.0
858,859,25.06.2021,0.41,0.39,1,0,0,0.0,3,micro_sme,15,existing credits paid back duly till now,car (new),3959,... < 100 DM,1 <= ... < 4 years,3,none,2,Oil and gas,29,individual_consumers,corporation,1,5m-10m,10,yes,6,465,145,126,18,11,100.0
859,860,24.10.2020,0.45,0.43,0,0,0,0.0,2,large_sme,9,existing credits paid back duly till now,car (new),3577,100 <= ... < 500 DM,1 <= ... < 4 years,1,guarantor,2,Real Estate,26,individual_consumers,sole_proprietorship,1,5m-10m,20,no,1,712,58,0,96,-96,18.0
860,861,10.06.2022,0.51,0.49,0,0,0,0.0,1,large_sme,24,critical account/ other credits existing (not at this bank),car (used),5804,.. >= 1000 DM ,1 <= ... < 4 years,4,none,2,Real Estate,27,individual_consumers,corporation,2,5m-10m,10,yes,1,735,48,18,89,-82,53.0
861,862,3.01.2020,0.45,0.43,1,0,0,0.0,0,large_sme,18,delay in paying off in the past,business,2169,... < 100 DM,1 <= ... < 4 years,4,none,2,Construction,28,individual_consumers,corporation,1,5m-10m,10,yes,10,571,111,138,82,44,94.0
862,863,7.10.2022,0.81,0.79,1,0,0,0.0,0,micro_sme,24,existing credits paid back duly till now,domestic appliances,2439,... < 100 DM,... < 1 year ,4,none,4,Real Estate,35,individual_consumers,corporation,1,5m-10m,10,yes,4,581,74,113,82,-83,77.0
863,864,16.08.2021,0.48,0.46,0,0,0,0.0,0,large_sme,27,critical account/ other credits existing (not at this bank),rent_payment,4526,.. >= 1000 DM ,... < 1 year ,4,none,2,Real Estate,32,large_enterprises,corporation,2,1m-5m,20,yes,3,790,43,56,16,95,45.0
864,865,22.04.2021,0.58,0.56,1,0,0,0.0,3,large_sme,10,existing credits paid back duly till now,rent_payment,2210,... < 100 DM,1 <= ... < 4 years,2,none,2,Real Estate,25,small_businesses,sole_proprietorship,1,1m-5m,10,yes,4,476,139,124,23,-99,86.0
865,866,6.08.2020,0.11,0.09,0,0,0,0.0,1,large_sme,15,existing credits paid back duly till now,rent_payment,2221,500 <= ... < 1000 DM ,1 <= ... < 4 years,2,none,4,Construction,20,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,0,81,29,85,54,13,18.0
866,867,6.03.2023,0.16,0.14,0,0,0,0.0,1,micro_sme,18,existing credits paid back duly till now,domestic appliances,2389,... < 100 DM,... < 1 year ,4,none,1,Construction,27,large_enterprises,corporation,1,5m-10m,10,yes,5,160,17,14,95,94,54.0
867,868,11.03.2023,0.4,0.38,0,0,0,0.0,2,large_sme,12,critical account/ other credits existing (not at this bank),rent_payment,3331,... < 100 DM,.. >= 7 years,2,none,4,Oil and gas,42,large_enterprises,corporation,1,5m-10m,10,yes,2,404,-6,75,58,95,75.0
868,869,30.04.2021,0.36,0.34,0,0,0,0.0,1,large_sme,36,existing credits paid back duly till now,business,7409,unknown/ no savings account,.. >= 7 years,3,none,2,Oil and gas,37,individual_consumers,corporation,2,5m-10m,10,yes,2,501,94,51,57,-28,75.0
869,870,6.05.2020,0.03,0.01,0,0,0,0.0,0,micro_sme,12,existing credits paid back duly till now,rent_payment,652,... < 100 DM,.. >= 7 years,4,none,4,Oil and gas,24,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,7,242,69,98,46,-35,45.0
870,871,25.07.2021,0.33,0.31,0,0,0,0.0,2,large_sme,36,delay in paying off in the past,rent_payment,7678,500 <= ... < 1000 DM ,4 <= ... < 7 years,2,none,4,Construction,40,individual_consumers,corporation,2,5m-10m,10,yes,1,637,26,11,91,-11,77.0
871,872,10.07.2020,0.07,0.05,0,0,0,0.0,3,small_sme,6,critical account/ other credits existing (not at this bank),car (new),1343,... < 100 DM,.. >= 7 years,1,none,4,Real Estate,46,individual_consumers,corporation,2,5m-10m,20,no,0,730,98,100,18,73,81.0
872,873,11.08.2020,0.14,0.12,0,0,0,0.0,3,micro_sme,24,critical account/ other credits existing (not at this bank),business,1382,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,1,Real Estate,26,individual_consumers,corporation,2,5m-10m,10,yes,3,379,99,80,7,-30,53.0
873,874,14.04.2023,0.32,0.3,0,0,0,0.0,1,large_sme,15,existing credits paid back duly till now,repairs,874,unknown/ no savings account,... < 1 year ,4,none,1,Real Estate,24,individual_consumers,corporation,1,5m-10m,10,yes,1,446,39,35,77,-40,-6.0
874,875,14.10.2020,0.34,0.32,0,0,0,0.0,1,micro_sme,12,existing credits paid back duly till now,rent_payment,3590,... < 100 DM,1 <= ... < 4 years,2,co-applicant,2,Oil and gas,29,individual_consumers,corporation,1,1m-5m,20,yes,3,7,-3,35,35,-46,70.0
875,876,24.06.2022,0.26,0.24,0,0,0,0.0,2,medium_sme,11,critical account/ other credits existing (not at this bank),car (new),1322,.. >= 1000 DM ,1 <= ... < 4 years,4,none,4,Construction,40,individual_consumers,corporation,2,5m-10m,10,yes,4,436,94,62,38,-21,-3.0
876,877,28.09.2023,0.19,0.17,0,0,0,0.0,1,micro_sme,18,all credits at this bank paid back duly,domestic appliances,1940,... < 100 DM,... < 1 year ,3,co-applicant,4,Telecommunications,36,small_businesses,partnership,1,10m+,10,yes,5,291,29,91,85,36,-2.0
877,878,13.06.2023,0.33,0.31,0,0,0,0.0,1,large_sme,36,existing credits paid back duly till now,domestic appliances,3595,... < 100 DM,.. >= 7 years,4,none,2,Construction,28,individual_consumers,corporation,1,5m-10m,10,yes,1,153,48,63,56,-99,23.0
878,879,15.02.2020,0.31,0.29,1,0,0,0.0,1,micro_sme,9,existing credits paid back duly till now,car (new),1422,... < 100 DM,... < 1 year ,3,none,2,Telecommunications,27,individual_consumers,partnership,1,10m+,10,yes,3,646,106,98,0,61,84.0
879,880,23.02.2023,0.11,0.09,0,0,0,0.0,2,large_sme,30,critical account/ other credits existing (not at this bank),domestic appliances,6742,unknown/ no savings account,4 <= ... < 7 years,2,none,3,Oil and gas,36,individual_consumers,corporation,2,5m-10m,10,yes,3,640,59,34,33,23,36.0
880,881,19.08.2022,0.45,0.43,0,0,0,0.0,0,large_sme,24,existing credits paid back duly till now,car (used),7814,... < 100 DM,4 <= ... < 7 years,3,none,3,Construction,38,individual_consumers,corporation,1,10m+,10,yes,5,426,79,47,59,7,19.0
881,882,16.01.2022,0.08,0.06,0,0,0,0.0,0,large_sme,24,existing credits paid back duly till now,car (used),9277,unknown/ no savings account,1 <= ... < 4 years,2,none,4,Telecommunications,48,individual_consumers,partnership,1,5m-10m,10,yes,0,736,43,94,85,70,72.0
882,883,28.05.2023,0.05,0.03,0,0,0,0.0,3,medium_sme,30,critical account/ other credits existing (not at this bank),car (new),2181,unknown/ no savings account,.. >= 7 years,4,none,4,Real Estate,36,individual_consumers,corporation,2,5m-10m,10,yes,7,348,94,52,2,-9,3.0
883,884,9.01.2023,0.16,0.14,0,0,0,0.0,1,large_sme,18,critical account/ other credits existing (not at this bank),domestic appliances,1098,... < 100 DM,new company,4,none,4,Construction,65,individual_consumers,corporation,2,0m-1m,10,yes,2,532,54,82,92,-70,89.0
884,885,11.08.2023,0.63,0.61,1,0,0,0.0,3,medium_sme,24,existing credits paid back duly till now,rent_payment,4057,... < 100 DM,4 <= ... < 7 years,3,none,3,Construction,43,individual_consumers,corporation,1,5m-10m,10,yes,3,623,103,100,3,51,93.0
885,886,22.12.2020,0.05,0.03,1,0,0,0.0,3,micro_sme,12,existing credits paid back duly till now,lease_investment,795,... < 100 DM,... < 1 year ,4,none,4,Oil and gas,53,individual_consumers,corporation,1,5m-10m,10,yes,4,451,26,74,96,71,91.0
886,887,18.06.2023,0.41,0.39,0,0,0,0.0,0,medium_sme,24,critical account/ other credits existing (not at this bank),business,2825,unknown/ no savings account,4 <= ... < 7 years,4,none,3,Telecommunications,34,individual_consumers,corporation,2,5m-10m,20,yes,3,789,-1,19,22,58,87.0
887,888,28.05.2020,0.16,0.14,1,0,0,0.0,0,medium_sme,48,existing credits paid back duly till now,business,15672,... < 100 DM,1 <= ... < 4 years,2,none,2,Construction,23,individual_consumers,corporation,1,5m-10m,10,yes,9,629,67,80,94,2,81.0
888,889,31.01.2021,0.21,0.19,0,0,0,0.0,1,large_sme,36,critical account/ other credits existing (not at this bank),car (new),6614,... < 100 DM,.. >= 7 years,4,none,4,Construction,34,individual_consumers,corporation,2,10m+,10,yes,0,517,5,54,94,-21,19.0
889,890,7.07.2021,0.34,0.32,0,0,0,0.0,2,large_sme,28,all credits at this bank paid back duly,car (used),7824,unknown/ no savings account,... < 1 year ,3,guarantor,4,Real Estate,40,small_businesses,sole_proprietorship,2,5m-10m,20,yes,7,312,41,77,96,78,27.0
890,891,2.02.2023,0.41,0.39,0,0,0,0.0,3,micro_sme,27,critical account/ other credits existing (not at this bank),business,2442,... < 100 DM,.. >= 7 years,4,none,4,Construction,43,large_enterprises,corporation,4,10m+,20,yes,3,649,79,33,97,-40,12.0
891,892,23.01.2022,0.2,0.18,0,0,0,0.0,0,large_sme,15,critical account/ other credits existing (not at this bank),domestic appliances,1829,... < 100 DM,.. >= 7 years,4,none,4,Construction,46,individual_consumers,corporation,2,5m-10m,10,yes,5,238,97,1,32,-16,65.0
892,893,19.06.2020,0.23,0.21,0,0,0,0.0,0,micro_sme,12,critical account/ other credits existing (not at this bank),car (new),2171,... < 100 DM,1 <= ... < 4 years,4,none,4,Oil and gas,38,small_businesses,corporation,2,1m-5m,10,no,1,189,-9,9,86,11,6.0
893,894,10.04.2022,0.29,0.27,0,0,0,0.0,3,medium_sme,36,critical account/ other credits existing (not at this bank),car (used),5800,... < 100 DM,1 <= ... < 4 years,3,none,4,Construction,34,individual_consumers,corporation,2,5m-10m,10,yes,6,688,13,85,74,21,66.0
894,895,5.07.2021,0.48,0.46,0,0,0,0.0,2,large_sme,18,critical account/ other credits existing (not at this bank),domestic appliances,1169,unknown/ no savings account,1 <= ... < 4 years,4,none,3,Oil and gas,29,individual_consumers,corporation,2,5m-10m,10,yes,1,264,23,15,17,84,-2.0
895,896,10.03.2022,0.48,0.46,0,0,0,0.0,3,large_sme,36,delay in paying off in the past,car (used),8947,unknown/ no savings account,4 <= ... < 7 years,3,none,2,Construction,31,large_enterprises,corporation,1,10m+,20,yes,1,729,-7,76,56,-32,24.0
896,897,24.04.2021,0.48,0.46,0,0,0,0.0,3,micro_sme,21,existing credits paid back duly till now,domestic appliances,2606,... < 100 DM,... < 1 year ,4,none,4,Oil and gas,28,individual_consumers,sole_proprietorship,1,10m+,10,yes,3,620,53,51,73,-86,5.0
897,898,22.03.2020,0.4,0.38,0,0,0,0.0,1,large_sme,12,critical account/ other credits existing (not at this bank),rent_payment,1592,.. >= 1000 DM ,4 <= ... < 7 years,3,none,2,Oil and gas,35,individual_consumers,corporation,1,5m-10m,10,no,2,345,1,55,97,-90,24.0
898,899,7.07.2021,0.06,0.04,0,0,0,0.0,0,large_sme,15,existing credits paid back duly till now,rent_payment,2186,unknown/ no savings account,4 <= ... < 7 years,1,none,4,Real Estate,33,small_businesses,sole_proprietorship,1,1m-5m,10,yes,2,701,64,12,13,61,25.0
899,900,25.02.2020,0.46,0.44,1,0,0,0.0,1,micro_sme,18,existing credits paid back duly till now,rent_payment,4153,... < 100 DM,1 <= ... < 4 years,2,co-applicant,3,Construction,42,individual_consumers,corporation,1,5m-10m,10,yes,10,792,96,72,53,-49,78.0
900,901,7.12.2021,0.98,0.96,1,0,0,0.0,0,micro_sme,16,critical account/ other credits existing (not at this bank),car (new),2625,... < 100 DM,.. >= 7 years,2,guarantor,4,Oil and gas,43,small_businesses,sole_proprietorship,1,5m-10m,10,yes,9,306,147,62,13,-41,89.0
901,902,11.08.2021,0.27,0.25,0,0,0,0.0,1,large_sme,20,critical account/ other credits existing (not at this bank),car (new),3485,unknown/ no savings account,... < 1 year ,2,none,4,Real Estate,44,individual_consumers,corporation,2,5m-10m,10,yes,3,645,90,87,6,16,7.0
902,903,7.04.2022,0.11,0.09,0,0,0,0.0,0,large_sme,36,critical account/ other credits existing (not at this bank),car (used),10477,unknown/ no savings account,.. >= 7 years,2,none,4,Telecommunications,42,individual_consumers,partnership,2,5m-10m,10,yes,5,195,25,93,82,-35,71.0
903,904,23.08.2022,0.17,0.15,0,0,0,0.0,0,large_sme,15,existing credits paid back duly till now,domestic appliances,1386,unknown/ no savings account,1 <= ... < 4 years,4,none,2,Real Estate,40,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,1,214,7,47,71,-89,29.0
904,905,24.12.2021,0.26,0.24,0,0,0,0.0,0,large_sme,24,existing credits paid back duly till now,domestic appliances,1278,... < 100 DM,.. >= 7 years,4,none,1,Real Estate,36,individual_consumers,corporation,1,10m+,10,yes,7,18,56,77,40,31,-9.0
905,906,26.06.2023,0.19,0.17,0,0,0,0.0,1,micro_sme,12,existing credits paid back duly till now,domestic appliances,1107,... < 100 DM,1 <= ... < 4 years,2,none,2,Real Estate,20,individual_consumers,sole_proprietorship,1,10m+,20,yes,0,570,95,77,85,-20,31.0
906,907,10.07.2023,0.22,0.2,0,0,0,0.0,2,micro_sme,21,existing credits paid back duly till now,car (new),3763,unknown/ no savings account,4 <= ... < 7 years,2,co-applicant,2,Real Estate,24,individual_consumers,corporation,1,1m-5m,10,no,6,141,84,56,93,-88,-5.0
907,908,7.05.2022,0.27,0.25,0,0,0,0.0,1,medium_sme,36,existing credits paid back duly till now,lease_investment,3711,unknown/ no savings account,1 <= ... < 4 years,2,none,2,Construction,27,individual_consumers,corporation,1,5m-10m,10,yes,7,624,81,70,19,100,47.0
908,909,26.01.2020,0.07,0.05,0,0,0,0.0,1,large_sme,15,delay in paying off in the past,car (used),3594,... < 100 DM,... < 1 year ,1,none,2,Oil and gas,46,individual_consumers,corporation,2,1m-5m,10,yes,7,84,4,88,41,-84,87.0
909,910,14.03.2022,0.18,0.16,0,0,0,0.0,0,medium_sme,9,existing credits paid back duly till now,car (new),3195,unknown/ no savings account,1 <= ... < 4 years,1,none,2,Real Estate,33,individual_consumers,corporation,1,1m-5m,10,yes,2,368,38,24,36,-75,77.0
910,911,13.12.2023,0.18,0.16,0,0,0,0.0,1,large_sme,36,delay in paying off in the past,domestic appliances,4454,... < 100 DM,1 <= ... < 4 years,4,none,4,Real Estate,34,individual_consumers,corporation,2,5m-10m,10,yes,1,686,92,65,77,-66,48.0
911,912,25.12.2021,0.25,0.23,1,0,0,0.0,2,medium_sme,24,critical account/ other credits existing (not at this bank),rent_payment,4736,... < 100 DM,... < 1 year ,2,none,4,Construction,25,small_businesses,corporation,1,1m-5m,10,yes,6,945,52,140,54,-69,74.0
912,913,22.01.2020,0.14,0.12,0,0,0,0.0,1,medium_sme,30,existing credits paid back duly till now,domestic appliances,2991,unknown/ no savings account,.. >= 7 years,2,none,4,Construction,25,individual_consumers,corporation,1,5m-10m,10,yes,6,48,48,92,72,45,23.0
